id_cnpj,cd_cnae_prin,uf,sacado_indice_liquidez_1m,cedente_indice_liquidez_1m,score_materialidade_evolucao,media_atraso_dias,indicador_liquidez_quantitativo_3m,share_vl_inad_pag_bol_6_a_15d,score_quantidade_v2,score_materialidade_v2,qtd_boletos,valor_total,valor_recebido,atraso_medio,taxa_atraso,taxa_inadimplencia,perda_total,prazo_medio_pagamento,score_risco,classificacao_risco
79ce7d9ae5e88d9a08b06d2bd67321957a87753fe9c65ee6654a20cb89e8bb06,4322302.0,MG,0.9630350658848268,0.7538296305760799,927.0,183.2,0.93,0.13568,973.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
3e723111b549daf6c7e36fa0fca8efc9489aa87f0a617c4a5689adc0d311805c,4781400.0,RS,1.0,0.6930681595698173,948.0,232.8181818181818,0.92,0.0,975.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
704c7507832f5e06adc59a3344447d5fa631c6a409a7bf4bbd82b59752bebc84,2733300.0,SP,0.9781397826134204,0.4710682186321077,954.0,242.9642857142857,0.96,0.0,978.0,988.0,32.0,197652.83,197652.83,0.46875,0.375,0.0,0.0,44.40625,1.0,Baixo Risco
c2257be1ce082ccd5a0427fc513c152679ecb44d81e15841c97f596bd8c6f5f1,4530703.0,RS,0.9675096899714722,1.0,957.0,180.25,0.95,0.0,932.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
acd503359d282251d48305117cbf44a62f5495903e5fbbdcea9e79ba632b7a36,4684201.0,RS,0.98579506132052,1.0,944.0,127.6,0.93,0.0,972.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
607ab5538defa95f6b208c36f98659fe79a5553abb99e96b0f63ec17b624823f,4771701.0,PR,0.5081230771124701,0.8530041727895563,366.0,177.6590909090909,0.8,0.10108,179.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
17263a13c8abd16d9935d03b2c7173fc87c319b91dda4e1da15b4b3f074b664b,4781400.0,SP,0.4341335447108962,0.7126256390439751,141.0,68.61111111111111,0.58,0.51538,100.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
5e948f2d80d0997d8c710c9ae8c971cae0be09b9be09bc68439bc83957068a56,4771701.0,PR,0.8050247108907482,0.8530041727895563,869.0,227.1578947368421,0.97,0.0,974.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
b4478794908248e365a0465f941ab2c0f0785ee26e501f77b66f3c0bc4fd8fb3,4757100.0,SP,0.8736821691548801,0.992308062434064,830.0,85.0,0.78,0.0,891.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
d41642384f9d4361d392f244fb1ee4c00c0921435133a631b9fad5ebdc1f080e,4639701.0,PE,0.454527467293088,0.9243815435573134,841.0,171.44444444444446,0.84,0.97789,959.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
162568312fead3ba1cb2baf78a8645dd97b30df1b15df46831677cadb93c4bf5,4646001.0,SP,0.4442359650733038,0.8527427143901456,373.0,120.48,0.75,0.18753,523.0,978.0,1.0,1506.45,1506.45,0.0,0.0,0.0,0.0,61.0,1.0,Baixo Risco
a0b31f39dfd0e252638e489da35392783c90e511fd43d26ca0975d57f33c6520,4781400.0,PA,0.9664600992059298,0.8530041727895563,806.0,0.0,0.91,0.0,974.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
edf4e7d72a0d738ae25acc9fc39954863501132773e71a86bb6e314d097fda78,2229399.0,SP,0.9466864507688968,0.8556625308806701,918.0,199.66666666666663,0.96,0.03378,971.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
ab8c91aa12796f9aed71a5f47c2b8fd4f73b60df0475a9b5eb740e1adf3ffbe1,4722901.0,MG,0.906945741630655,0.8530041727895563,889.0,73.625,0.87,0.19685,858.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
4dcd39ebd82cdb3a50ef915a1466e5ffe1ba9ae2b26069368e7395b0e1f25f3e,2733300.0,SP,0.9860019484432656,0.8533894598110987,948.0,191.0,0.95,0.06988,982.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
d8fd8cf9a03d16b92a642595fa09d93ee9df529784916fb34e0ab69f4f7ad62c,4761003.0,MG,0.9781391673948204,0.8530041727895563,919.0,10.0,0.97,1.0,963.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
9aca2a46dc61685e219acb7cdf8a325ccf2a2212f83ee76f102621b17d63eb60,4771701.0,PR,0.9573023229587636,0.9041592554320518,937.0,234.3125,0.98,0.14298,963.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
19e4d26a4a0aca729c7890b1976d0a76aafa1a045ffcddf8423245cf9d885255,4757100.0,Sem Info,0.995780534060726,0.7541195314592036,914.0,0.0,0.96,0.0,962.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
f7ec3c9356435ae0cc42c2f6e974319ca7da11bdf5c8d37d914df5633a24e6b5,4781400.0,MT,0.9155965518761852,0.3609414162519835,923.0,233.25,0.92,0.0,963.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
d8662ee62c42890267a3edb255907f8431148a5758e75bffc69d62eb0c6eb680,4691500.0,RJ,0.946183999782185,0.693718802875085,948.0,201.45652173913044,0.96,0.10183,970.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
44c8e599b7eceb65f33c97510523de694717d0d7cfb80b249a7f5815bfe67be0,4711302.0,Sem Info,0.9851206315974702,1.0,963.0,250.5185185185185,0.97,0.0,979.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
1b8f7ff245e6c2c4ed35d6bd8624a5b63ac967e2cfcc0239d211bfed84adb6f9,4771701.0,PR,0.9551972308661134,0.8530041727895563,938.0,191.88888888888889,0.98,0.05622,978.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
ad02598dd2b1dd3d53b9641ffb76611bd06805807cff63d2eed6c3c3c310aa7e,2943300.0,SP,0.9532540507361416,0.05,914.0,184.2,0.95,0.0,973.0,989.0,1.0,30478.4,30478.4,0.0,0.0,0.0,0.0,28.0,1.0,Baixo Risco
0653ea898079dee7487a0137b658691354cd69b7c01b85c7c8eacbda649427d1,4530703.0,Sem Info,0.837348022164191,0.8131467055034813,792.0,339.95,0.81,0.0,971.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
099ccd0da9178860878373d66ad7ed266d1f2a159691d2150b676555ec948b0e,1413401.0,SP,0.8676377444123714,0.8530041727895563,764.0,100.25,0.77,0.58305,938.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
4acfe650331d7c1dd3542d09360a5e8d1627a874328619ea86157fdce972bba2,4646001.0,PR,0.7961619877645889,0.8530041727895563,797.0,0.0,0.93,0.0,546.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
129413d052d7e57e312fc295e204033baad7129d4b14922e88e16cfb28bb8eae,2222600.0,Sem Info,0.6439301846435123,0.6037624058750185,668.0,157.76315789473685,0.95,0.41448,919.0,984.0,2.0,5690.04,5865.49,2.5,1.0,0.0,-175.44999999999982,40.0,1.0,Baixo Risco
b2833ceb4c9061dc52acacbafbec5e3e8412f60a5365556e28ed35f15f5a8e7b,4635402.0,PR,0.8827329149619524,0.9023139661723172,962.0,184.74074074074076,0.94,0.00193,982.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
52b0a296884670f3bf368827dbb6473839b30305e655c968f3ae526cf6c02ccc,2599399.0,SP,0.8715089677552441,1.0,845.0,192.5,0.94,0.0,932.0,988.0,1.0,4480.0,4480.0,0.0,0.0,0.0,0.0,28.0,1.0,Baixo Risco
303c93ba5a51355fd0cca36f9a3ce1a5b076068a2013f05cc7e4105d64723297,1412601.0,SC,0.569350738233313,0.8121625873258916,842.0,121.14285714285714,0.6,0.06703,633.0,983.0,1.0,1438.74,1486.71,4.0,1.0,0.0,-47.97000000000003,34.0,1.0,Baixo Risco
17a7c10053f8944fb9754401c38ab9906bf350f1ba0d2d6573ae831e0e09ce21,1011201.0,MG,0.3391458721036972,0.8530041727895563,483.0,66.15845070422536,0.72,0.15828,162.0,985.0,1.0,469.51,469.51,0.0,0.0,0.0,0.0,5.0,1.0,Baixo Risco
bd4db55776e27171d919ff76c2e362581c466150e4ac89a48825055ed750b64b,8610102.0,MG,0.9300400728543224,0.5505320438350333,891.0,176.74125874125875,0.97,0.02935,977.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
c1d4ad6086a48af8a4e0d3b05228a9e953e01b8f8cb7427b25795144b89a51bb,4711302.0,RS,0.9616303853097152,0.8530041727895563,918.0,158.21666666666667,0.95,0.06686,978.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
a51568ef33190c31006780bac4edca3c35d7a2dd36c87e0c818bdf4fff1c23d9,1412601.0,SP,0.9869193352774648,0.8530041727895563,910.0,108.0,0.88,0.0,881.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
6697d02644380aba655a3c033f53fd31e64e66037a8294eb1e1e2476b89e4d40,4771701.0,PR,0.9785673176109284,0.7915402231940449,818.0,189.72727272727272,0.97,0.0376,919.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
821eaeccb86c2a3140a2bace17a73a5082b35e8effe3d28ac705991b12bafe8d,4781400.0,SC,0.887561011031011,0.8530041727895563,757.0,210.7,0.8,0.11295,926.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
d77f52dfd94cb5efc58ae91c98c36919ffc13d01d14ff90394b353ed6184fcfd,2063100.0,GO,0.3392963375604699,1.0,934.0,148.66666666666666,0.84,0.0,971.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
0b3c06de246b231b1b557715fe60e104a8ec90ca83cd7b18b23bf8ba6626072f,1412601.0,SC,0.987533324467353,0.8882391583248214,964.0,293.3666666666667,0.98,0.0,983.0,988.0,2.0,4814.33,4814.33,0.0,0.0,0.0,0.0,97.0,1.0,Baixo Risco
6b4c7f16e77141e7d164ff17837f5bcc1d256f1e5ddfcb9b63379b112212bf6d,4781400.0,CE,0.7552069748577892,0.8530041727895563,658.0,72.85714285714286,0.55,0.0,174.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
269788e10664be2d2e3ffc51036360261bc7671532f841277861cde980a5b45e,4673700.0,AL,0.8113204727742419,0.7071869579999546,905.0,150.61764705882354,0.93,0.24308,983.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
31c813fae7706ea0b377934ed151e38aae91f739ae3879c0e5218990829a0feb,4635402.0,SC,0.5878159957660888,0.9386172985936764,787.0,135.0,0.79,0.22261,977.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
87b57197803259f7c4af273190a6d871d500c21743bb78411d3aba9d0ee956fc,2599399.0,SP,0.9705395844653194,0.6012842386938775,955.0,210.25,0.86,0.0,966.0,982.0,2.0,6266.52,6266.52,1.0,0.5,0.0,0.0,39.0,1.0,Baixo Risco
ceba27fd27db90f830f1e37382d70ea0ccc7ac56d3c32608da7f5305b738d293,4771701.0,PR,0.8363753257843279,0.8530041727895563,807.0,184.91304347826087,0.92,0.16005,698.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
ecf89dc7f9b9d9c1a655a72503bca58a88df0480eb080bc5ad843f6f1cf63983,4771701.0,PR,0.1036689409624775,0.8530041727895563,908.0,227.9642857142857,0.79,0.00816,982.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
90858a184b42260aba66b08504f9d2c9f10622a35c6ae1b93797fc9cd668e896,4711302.0,GO,0.958653597374414,0.8530041727895563,935.0,234.643137254902,0.97,0.01716,977.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baixo Risco
